tweet_cleaned,tweet_favorite_count,tweet_geo,tweet_hashtags,tweet_id,tweet_lang,tweet_place,tweet_retweet_count,tweet_text,tweet_time,tweet_tokens,tweet_type,tweet_user_mention_ids,tweet_user_mentions,user,user_favourites_count,user_followers_count,user_friends_count,user_id,user_location,user_screen_name,user_statuses_count,user_vintage,sentiment,sentiment_class
TurkishAirlines inks deal to service Saudi Airbus jets,1,,"['TurkishAirlines', 'Saudi']",969248401308209152,en,,0,#TurkishAirlines inks deal to service #Saudi Airbus jets https://t.co/sHZWc5cjOq https://t.co/7tTqlGXqMh,Thu Mar 01 16:30:01 +0000 2018,"['turkishairlines', 'inks', 'deal', 'service', 'saudi', 'airbus', 'jets']",user_tweet,[],[],Yeni Şafak English,0,15882,16,793388868,,yenisafakEN,63581,Fri Aug 31 08:26:01 +0000 2012,0.05287473276257515,neutral
NUE AMS But first behind the scenes tour timelapse turkishairlines airportn rnberg,1,,"['timelapse', 'turkishairlines', 'airportnürnberg']",969199729388195840,en,,1,"NUE 🛫🛬AMS. 
But first: behind-the-scenes tour.
#timelapse #turkishairlines #airportnürnberg… https://t.co/mFY7oilsP1",Thu Mar 01 13:16:37 +0000 2018,"['nue', 'ams', 'but', 'first', 'behind', 'scenes', 'tour', 'timelapse', 'turkishairlines', 'airportn', 'rnberg']",user_tweet,[],[],Alexandra,39,103,133,26237502," ✈ criss-cross in Bavaria, GER",flyingalex,1790,Tue Mar 24 13:36:56 +0000 2009,0.1240483894944191,neutral
There is a world of miracles Get out there and WidenYourWorld TurkishAirlines SuperBowl,0,,"['WidenYourWorld', 'TurkishAirlines', 'SuperBowl']",969192033935007744,en,,981,"RT @TurkishAirlines: 🌍✈️
There is a world of miracles. Get out there and #WidenYourWorld
 
#TurkishAirlines #SuperBowl @DrOz https://t.co/7…",Thu Mar 01 12:46:02 +0000 2018,"['there', 'world', 'miracles', 'get', 'widenyourworld', 'turkishairlines', 'superbowl']",retweet,"[18909186, 38531995]","['TurkishAirlines', 'DrOz']",shishio🇫🇮🌸🌌🇰🇷,48134,280,584,709857229,,momofpuggy,206605,Sun Jul 22 01:13:06 +0000 2012,0.6981392502784729,positive
We re exploring the world what are your plans for the weekend TurkishAirlines,0,,['TurkishAirlines'],969184101088493569,en,,37,"RT @TurkishAirlines: ✈️
We’re exploring the world, what are your plans for the weekend?  

#TurkishAirlines https://t.co/qdTarXCpac",Thu Mar 01 12:14:30 +0000 2018,"['we', 'exploring', 'world', 'plans', 'weekend', 'turkishairlines']",retweet,[18909186],['TurkishAirlines'],Джафаров Вахид,169,1,8,772098658493992960,,vahid005005,60,Sat Sep 03 15:47:19 +0000 2016,0.6980539560317993,positive
,0,,"['Ставрополь', 'Азимут', 'turkishairlines']",969173003769704448,ru,,2,"RT @AviaRu: Из Ставрополя уходят ""Турецкие авиалинии"", но приходит ""Азимут"" https://t.co/MkdaToLsX2 #Ставрополь #Азимут #turkishairlines ht…",Thu Mar 01 11:30:25 +0000 2018,[],retweet,[4891094374],['AviaRu'],Uvp,49389,1117,4250,1169733391,Estados Unidos,Aerospace1978,55052,Mon Feb 11 18:52:30 +0000 2013,-0.017656810581684113,neutral
,0,,[],972892137061781504,de,,0,"@TurkishAirlines selbst wenn mir was gezahlt wird, meide ich dieses konstrukt.",Sun Mar 11 17:48:55 +0000 2018,[],reply,[18909186],['TurkishAirlines'],Heinz Paul,53,237,58,25251280,wien,pahei,20370,Thu Mar 19 06:37:14 +0000 2009,0.2337597757577896,positive
,0,,[],972891195876741120,en,,1,RT @patburd: Thank you @TurkishAirlines  flight TK34 best crew ever! 👏👏👏,Sun Mar 11 17:45:11 +0000 2018,[],retweet,"[87036164, 18909186]","['patburd', 'TurkishAirlines']",Mehmet Bozdoğanoğlu,101,67,173,2453921094,"İstanbul, Türkiye",thCrissaegrim,587,Sun Apr 20 01:27:01 +0000 2014,0.5553843379020691,positive
,0,,['TurkishAirlines'],972889574312742912,und,,0,@patburd @TurkishAirlines #TurkishAirlines,Sun Mar 11 17:38:44 +0000 2018,[],reply,"[87036164, 18909186]","['patburd', 'TurkishAirlines']",WAJAHAT ALI,48356,23,86,826406011913146368,,WAJAHATALIII,40715,Tue Jan 31 12:25:21 +0000 2017,0.12075790762901306,neutral
,0,,[],972888865181708290,es,,16,"RT @CruzArteagaV: Excelente acercamiento con la delegación de @TurkishAirlines, @IAIM_VE y @LAConviasa potenciando la cooperación aérea y l…",Sun Mar 11 17:35:55 +0000 2018,[],retweet,"[887754258258460672, 18909186, 205452278, 217818241]","['CruzArteagaV', 'TurkishAirlines', 'IAIM_VE', 'LAConviasa']",steven,2,86,37,449042919,"Maracay, Venezuela",paramacay1980,985,Wed Dec 28 17:34:46 +0000 2011,0.7337709069252014,positive
,0,,[],972888001872318465,en,,0,@TurkishAirlines Boycott! Reason? Arfin!!!,Sun Mar 11 17:32:29 +0000 2018,[],reply,[18909186],['TurkishAirlines'],Jaroslav Hotový,844,81,220,253563104,Czech Republic,Hotoffson,873,Thu Feb 17 14:09:11 +0000 2011,0.005711684003472328,neutral
,0,,[],972887853691744257,en,"{'country': 'Germany', 'url': 'https://api.twitter.com/1.1/geo/id/8cabbbd78767bba7.json', 'bounding_box': {'coordinates': [[[7.724425, 51.99967], [7.92063, 51.99967], [7.92063, 52.104003], [7.724425, 52.104003]]], 'type': 'Polygon'}, 'contained_within': [], 'place_type': 'city', 'name': 'Ostbevern', 'country_code': 'DE', 'full_name': 'Ostbevern, Deutschland', 'attributes': {}, 'id': '8cabbbd78767bba7'}",0,@TurkishAirlines Turkey? No way.,Sun Mar 11 17:31:54 +0000 2018,[],reply,[18909186],['TurkishAirlines'],Edgar - DO2EN,631,238,203,778232459456606208,"Ostbevern, Deutschland",DO2EN,447,Tue Sep 20 14:00:52 +0000 2016,-0.3052678406238556,negative
,0,,[],972884282212585472,de,,3,RT @Tina_whyme: @Necobey1907 @StefanTroendle @TurkishAirlines Wo bitte liegt denn Nazicamp? Muss ich dann von Gleis 9 3/4 abfahren oder dur…,Sun Mar 11 17:17:42 +0000 2018,[],retweet,"[963457574665441281, 939210990402588673, 1201053362, 18909186]","['Tina_whyme', 'Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Angela Quincy,30,0,31,873460730,,fistergum,16,Thu Oct 11 11:37:04 +0000 2012,0.29400745034217834,positive
Thank you,5,,[],972882711156273154,en,,1,Thank you @TurkishAirlines  flight TK34 best crew ever! 👏👏👏,Sun Mar 11 17:11:28 +0000 2018,['thank'],user_tweet,[18909186],['TurkishAirlines'],Patricia Torres-Burd,11680,3225,5001,87036164,Wandering Around the World,patburd,17164,Mon Nov 02 21:43:24 +0000 2009,0.5900672674179077,positive
,0,,[],972882187568730113,de,,0,@TurkishAirlines Wir landen in 1h in Istanbul! Bitte füllen sie die Einreisefragebögen vollständig aus! Heften sie… https://t.co/ns9W7gRxir,Sun Mar 11 17:09:23 +0000 2018,[],reply,[18909186],['TurkishAirlines'],Peter Paul Micha,477,21,113,918153393746665473,"Baden-Württemberg, Deutschland",PPMMal,3962,Wed Oct 11 16:36:42 +0000 2017,0.34773293137550354,positive
,0,,[],972879367033540608,en,,0,@CryptoGat @united Next time fly with @TurkishAirlines,Sun Mar 11 16:58:10 +0000 2018,[],reply,"[380101788, 260907612, 18909186]","['CryptoGat', 'united', 'TurkishAirlines']",Bitcoin Sepeti,180,33767,605,1873144008,,bitcoinsepeti,206,Mon Sep 16 22:05:57 +0000 2013,0.005253756418824196,neutral
,0,,['HSMgece'],972876863432482816,und,,1,"RT @HavaSosyalMedya: #HSMgece 

@TurkishAirlines https://t.co/tVRZjw40hk",Sun Mar 11 16:48:14 +0000 2018,[],retweet,"[1702235443, 18909186]","['HavaSosyalMedya', 'TurkishAirlines']",Steve Brittan,2772,693,877,446098679,"Henley in Arden, UK",Steve_Brittan,7506,Sun Dec 25 09:06:15 +0000 2011,0.179966002702713,neutral
,0,,"['turkrobotkanadaya', 'thy', 'klm']",972875870489673728,tr,,5,RT @ArzuSeydim: Robotumuzla yarışmaya katılmamız için desteklerinizi bekliyoruz https://t.co/e6Wd5zayQH #turkrobotkanadaya #thy #klm @Turki…,Sun Mar 11 16:44:17 +0000 2018,[],retweet,[3025606738],['ArzuSeydim'],Ahmet Kadir Seydim,7,38,81,2427628455,,KadirSeydim,8,Fri Mar 21 20:45:59 +0000 2014,0.4424126148223877,positive
,0,,[],972874840767127554,de,,0,"@Necobey1907 @StefanTroendle @TurkishAirlines Ich bewundere dich für dein Niveau, muss schwer sein ganz tief unter… https://t.co/X4G2h9xKTG",Sun Mar 11 16:40:11 +0000 2018,[],reply,"[939210990402588673, 1201053362, 18909186]","['Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Whyme,801,24,76,963457574665441281,,Tina_whyme,325,Tue Feb 13 16:59:20 +0000 2018,0.3634432852268219,positive
,0,,[],972874085058347009,fr,,0,@m7584932 @AssoLallab @ccif @UOIF @imarabe @tcbestepe_fr @turquie @TurkishAirlines Pathologiques idéologues neo fem… https://t.co/czPbZwg8lG,Sun Mar 11 16:37:11 +0000 2018,[],reply,"[936371206051246080, 716258578647162885, 46859172, 35280567, 596397227, 3419858897, 18599353, 18909186]","['m7584932', 'AssoLallab', 'ccif', 'UOIF', 'imarabe', 'tcbestepe_fr', 'turquie', 'TurkishAirlines']",Rosebud,17928,266,425,2970180045,"Paris, France",PegaseRosebud,15040,Fri Jan 09 18:56:02 +0000 2015,0.2597842812538147,positive
D en U ak THY na ait de il dostlar Bu alg G zel Yurduma hep yap l r,0,,"['THY', 'Güzel']",972873221111533568,tr,,0,"Düşen Uçak #THY'na ait değil dostlar.
Bu algı #Güzel Yurduma hep yapılır
@TK_TR
@BilalEksiTHY
@TurkishAirlines… https://t.co/7v3HDtweem",Sun Mar 11 16:33:45 +0000 2018,"['d', 'u', 'ak', 'thy', 'na', 'dostlar', 'bu', 'alg', 'g', 'zel', 'yurduma', 'hep', 'yap', 'r']",user_tweet,"[26969502, 788882697955467266, 18909186]","['TK_TR', 'BilalEksiTHY', 'TurkishAirlines']",Mustafa Akman,20210,3103,230,1622251002,Turkey,drmustafaakman,6160,Fri Jul 26 07:06:12 +0000 2013,0.3115038573741913,positive
,2,,[],972872972259250176,und,,0,@Tina_whyme @Eisknigin1 @Necobey1907 @StefanTroendle @TurkishAirlines 👍,Sun Mar 11 16:32:46 +0000 2018,[],reply,"[963457574665441281, 725464425315094528, 939210990402588673, 1201053362, 18909186]","['Tina_whyme', 'Eisknigin1', 'Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Günther Müller,1357,13,26,963893409122484224,"Stuttgart, Deutschland",GntherM86164075,422,Wed Feb 14 21:51:11 +0000 2018,0.19531606137752533,neutral
,0,,[],972872829883551745,de,,0,@Necobey1907 @Zankfuss @kurooberry @StefanTroendle @TurkishAirlines Oh da zeigt jetzt aber einer sein wahres Gesich… https://t.co/7ovBcWJXPb,Sun Mar 11 16:32:12 +0000 2018,[],reply,"[939210990402588673, 811211898700070913, 4096950676, 1201053362, 18909186]","['Necobey1907', 'Zankfuss', 'kurooberry', 'StefanTroendle', 'TurkishAirlines']",Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.31930166482925415,positive
,0,,[],972872680964636672,de,,3,RT @Tina_whyme: @Necobey1907 @StefanTroendle @TurkishAirlines Wo bitte liegt denn Nazicamp? Muss ich dann von Gleis 9 3/4 abfahren oder dur…,Sun Mar 11 16:31:36 +0000 2018,[],retweet,"[963457574665441281, 939210990402588673, 1201053362, 18909186]","['Tina_whyme', 'Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Swingtanz verboten🇩,125,1544,2390,327278213,"Kreuzberg, Berlin, Deutschland",Swingtanz,73585,Fri Jul 01 09:01:33 +0000 2011,0.29400745034217834,positive
,0,,[],972872337354838017,de,,0,@Necobey1907 @Schmidt4Gudrun @StefanTroendle @TurkishAirlines HIER  ist UNSERE Sprache wichtig! Eure nicht!!!  Merk's dir! 😠😠😠😠,Sun Mar 11 16:30:14 +0000 2018,[],reply,"[939210990402588673, 4267022667, 1201053362, 18909186]","['Necobey1907', 'Schmidt4Gudrun', 'StefanTroendle', 'TurkishAirlines']",Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.36895474791526794,positive
,1,,[],972871924652105729,und,,0,@Tina_whyme @Necobey1907 @StefanTroendle @TurkishAirlines 😂😂😂😂😂LOL,Sun Mar 11 16:28:36 +0000 2018,[],reply,"[963457574665441281, 939210990402588673, 1201053362, 18909186]","['Tina_whyme', 'Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.2959626019001007,positive
Hey,0,,[],972871897322008577,en,,0,Hey @TurkishAirlines I'm so disappointed. My partner is flying business class with you changing flights at IST. Nei… https://t.co/2bBeavUtT6,Sun Mar 11 16:28:30 +0000 2018,['hey'],user_tweet,[18909186],['TurkishAirlines'],Dave Tippett,20,58,83,18874421,Oslo,srwafu,2134,Sun Jan 11 18:18:42 +0000 2009,-0.6273289322853088,negative
,0,,[],972871849163087872,de,,3,RT @Tina_whyme: @Necobey1907 @StefanTroendle @TurkishAirlines Wo bitte liegt denn Nazicamp? Muss ich dann von Gleis 9 3/4 abfahren oder dur…,Sun Mar 11 16:28:18 +0000 2018,[],retweet,"[963457574665441281, 939210990402588673, 1201053362, 18909186]","['Tina_whyme', 'Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.29400745034217834,positive
,0,,[],972871795970838528,de,,0,@Necobey1907 @StefanTroendle @TurkishAirlines Ist auch besser so! 😂😂😂😂,Sun Mar 11 16:28:05 +0000 2018,[],reply,"[939210990402588673, 1201053362, 18909186]","['Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.19214408099651337,neutral
,0,,[],972871649757466624,de,,0,"@Zankfuss @Necobey1907 @StefanTroendle @TurkishAirlines -und denen zum Munde redest! ""Viel Spaß "" 😕😕😟😤",Sun Mar 11 16:27:31 +0000 2018,[],reply,"[811211898700070913, 939210990402588673, 1201053362, 18909186]","['Zankfuss', 'Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.2673132121562958,positive
,0,,[],972871414696103937,de,,0,"@Zankfuss @Necobey1907 @StefanTroendle @TurkishAirlines Na dann wirst du ja auch nichts dagegen haben, Urlaub hinte… https://t.co/HrhHvdwy3S",Sun Mar 11 16:26:34 +0000 2018,[],reply,"[811211898700070913, 939210990402588673, 1201053362, 18909186]","['Zankfuss', 'Necobey1907', 'StefanTroendle', 'TurkishAirlines']",Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.47775787115097046,positive
,0,,[],972871025674346496,und,,0,@StefanTroendle @TurkishAirlines 😂😂😂😂😂😂,Sun Mar 11 16:25:02 +0000 2018,[],reply,"[1201053362, 18909186]","['StefanTroendle', 'TurkishAirlines']",Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.1229967251420021,neutral
,0,,[],972870694341103617,de,,49,"RT @TurkishAirlines: Flüge ab 119 EUR ermöglichen es, die Magie dieses Landes ausgiebig zu erkunden. https://t.co/IF4aUum7ou",Sun Mar 11 16:23:43 +0000 2018,[],retweet,[18909186],['TurkishAirlines'],Yüksel Emre,2612,1366,1785,3064047917,,Yuksel__Emre,2034,Thu Feb 26 19:50:55 +0000 2015,0.19814744591712952,neutral
,0,,[],972870690197200896,de,,0,@TurkishAirlines Welche Magie? Davon haben wir in Deutschland schon genug! 😆😆😆,Sun Mar 11 16:23:42 +0000 2018,[],reply,[18909186],['TurkishAirlines'],Eiskönigin,7664,291,396,725464425315094528,Deutschland,Eisknigin1,5415,Wed Apr 27 23:19:32 +0000 2016,0.32676565647125244,positive
,0,,['FreeThemAll'],972870567044018176,und,,0,@TurkishAirlines #FreeThemAll,Sun Mar 11 16:23:12 +0000 2018,[],reply,[18909186],['TurkishAirlines'],reload,11820,49,314,59780233,malhiermaldort,reload___,1371,Fri Jul 24 13:19:49 +0000 2009,0.04659593105316162,neutral
,0,,[],972870253603586048,de,,70,"RT @TurkishAirlines: Flüge ab 119 EUR ermöglichen es, die Magie dieses Landes ausgiebig zu erkunden. https://t.co/Vr5BXZ5vMI",Sun Mar 11 16:21:58 +0000 2018,[],retweet,[18909186],['TurkishAirlines'],E M. ShishmannTR2023,828,1460,2141,395723928,,Cayelinden53,53864,Sat Oct 22 04:16:13 +0000 2011,0.17541290819644928,neutral
,0,,[],972870110158446593,en,,0,"@umarket @TurkishAirlines Enjoy, you 2!",Sun Mar 11 16:21:23 +0000 2018,[],reply,"[2166681, 18909186]","['umarket', 'TurkishAirlines']",Deborah Cole,6143,8091,2099,220673613,Berlin,doberah,13700,Sun Nov 28 14:13:40 +0000 2010,0.3099375367164612,positive
Desde y,0,,"['istanbul', 'Alaïa']",972869576785620997,es,,5,"RT @ToniCosta: Listos para viajar a #istanbul en familia, #Alaïa ya esta dormida y espero que le dure por muuuuuuchas horas jeje 
.
Desde y…",Sun Mar 11 16:19:16 +0000 2018,['desde'],retweet,[373805897],['ToniCosta'],✌cnurys❤,25315,5131,3772,91944716,NYC/MIAMI/RD,cnurys,150817,Mon Nov 23 05:34:20 +0000 2009,0.3904283046722412,positive
,0,,[],972869478181752833,es,,12,RT @AdamariLopez: Que rico seguir creando memorias en familia. Felices  de viajar y conocer lugares nuevos. Las atenciones y servicio de @T…,Sun Mar 11 16:18:53 +0000 2018,[],retweet,[71448442],['AdamariLopez'],✌cnurys❤,25315,5131,3772,91944716,NYC/MIAMI/RD,cnurys,150817,Mon Nov 23 05:34:20 +0000 2009,0.3608055114746094,positive
,0,,[],972867983856021505,de,,70,"RT @TurkishAirlines: Flüge ab 119 EUR ermöglichen es, die Magie dieses Landes ausgiebig zu erkunden. https://t.co/Vr5BXZ5vMI",Sun Mar 11 16:12:57 +0000 2018,[],retweet,[18909186],['TurkishAirlines'],Ferhat Kaya,4866,139,210,230876147,"Baden-Württemberg, Deutschland",Ferhatkaya1977,3981,Sun Dec 26 23:49:05 +0000 2010,0.17541290819644928,neutral
Time to enjoy Istanbul with TourIstanbul We offer our passengers with layovers of more than hours a free tour,0,,[],972867019279183872,en,,226,"RT @TurkishAirlines: 🌎 ✈️
Time to enjoy Istanbul with TourIstanbul!

We offer our passengers with layovers of more than 6 hours a free tour…",Sun Mar 11 16:09:07 +0000 2018,"['time', 'enjoy', 'istanbul', 'touristanbul', 'we', 'offer', 'passengers', 'layovers', 'hours', 'tour']",retweet,[18909186],['TurkishAirlines'],Kanchan 1,496,70,529,911130065978540032,,Kanchan67448318,749,Fri Sep 22 07:28:30 +0000 2017,0.8499481081962585,positive
,0,,['flashbackfriday'],972864729822593025,en,,2,RT @MUC_Airport: . #flashbackfriday Please exit the aircraft and identify your luggage 😉✈️ @TurkishAirlines https://t.co/40jB8sxZsl,Sun Mar 11 16:00:01 +0000 2018,[],retweet,"[60570380, 18909186]","['MUC_Airport', 'TurkishAirlines']",samaraweerawasantha,36806,466,4994,938798872696107008,,samaraweera1971,41480,Thu Dec 07 15:54:28 +0000 2017,0.27652686834335327,positive
,1,,[],972863879125655558,de,,0,@TurkishAirlines Ganz sicher nicht! Keine Reise in die Diktatur! Keine Unterstützung des Angriffs auf Afrin!,Sun Mar 11 15:56:38 +0000 2018,[],reply,[18909186],['TurkishAirlines'],We're watching you,6829,1759,544,733576813243301888,,watchingyou81,30817,Fri May 20 08:35:16 +0000 2016,0.42336341738700867,positive
,0,,[],972863848284872705,tr,,1,"RT @Airkule: THY sis nedeniyle 48 seferini iptal etmek zorunda kaldı
https://t.co/xaVwpo8IES
@BilalEksiTHY @dhmikurumsal @TurkishAirlines #…",Sun Mar 11 15:56:31 +0000 2018,[],retweet,"[843642272, 788882697955467266, 1565844180, 18909186]","['Airkule', 'BilalEksiTHY', 'dhmikurumsal', 'TurkishAirlines']",ibrahimkoktener,407,358,634,73350056,"İstanbul, Türkiye",ibrahimkoktener,11633,Fri Sep 11 09:42:23 +0000 2009,0.28225207328796387,positive
,0,,[],972863315612520448,de,,0,@SadikBAL @TurkishAirlines Kriegsprobagander missbraucht...weil er ein schlechter Mensch ist ....reicht das oder so… https://t.co/m17nZ0M1k7,Sun Mar 11 15:54:24 +0000 2018,[],reply,"[600358605, 18909186]","['SadikBAL', 'TurkishAirlines']",Tina Deck,1075,46,185,920028813945434117,,TinaDeck1,665,Mon Oct 16 20:48:57 +0000 2017,0.32232600450515747,positive
,0,,[],972863224604438529,ht,,0,@hyperbolix @TurkishAirlines LOL LOL LOL LOL,Sun Mar 11 15:54:02 +0000 2018,[],reply,"[35747027, 18909186]","['hyperbolix', 'TurkishAirlines']",WOLF/ crazywolf,8130,619,812,1418168767,Earth all Folks all colours,Foleg86,10783,Fri May 10 13:42:44 +0000 2013,0.5744625329971313,positive
,0,,[],972863176525086720,de,,1,"RT @hyperbolix: @TurkishAirlines Ist das deswegen so günstig, weil man keinen Rückflug buchen muss?",Sun Mar 11 15:53:50 +0000 2018,[],retweet,"[35747027, 18909186]","['hyperbolix', 'TurkishAirlines']",WOLF/ crazywolf,8130,619,812,1418168767,Earth all Folks all colours,Foleg86,10783,Fri May 10 13:42:44 +0000 2013,0.24790839850902557,positive
,2,,[],972863079901028353,de,,1,"@TurkishAirlines Um am Flughafen km Istanbul verhaftet zu werden? Nein Danke , die alten Hethiter waren demokratisc… https://t.co/QLyLrncJCK",Sun Mar 11 15:53:27 +0000 2018,[],reply,[18909186],['TurkishAirlines'],Gerd Frenzel,2,7,17,2340823300,,hadron36,891,Thu Feb 13 07:47:15 +0000 2014,0.3639918863773346,positive
,0,,[],972862834060267520,de,,0,@SadikBAL @TurkishAirlines Weil Erdogan ein falsches Spiel mit den Menschen treibt ...weil er um seine Macht in der… https://t.co/9N9fC7oJEV,Sun Mar 11 15:52:29 +0000 2018,[],reply,"[600358605, 18909186]","['SadikBAL', 'TurkishAirlines']",Tina Deck,1075,46,185,920028813945434117,,TinaDeck1,665,Mon Oct 16 20:48:57 +0000 2017,0.3576420843601227,positive
,0,,[],972862598847893504,de,,0,"@TurkishAirlines Und dann in den Knast wegen irgendwelcher fadenscheiniger ""Straftaten"" .",Sun Mar 11 15:51:33 +0000 2018,[],reply,[18909186],['TurkishAirlines'],WOLF/ crazywolf,8130,619,812,1418168767,Earth all Folks all colours,Foleg86,10783,Fri May 10 13:42:44 +0000 2013,0.30329617857933044,positive
,0,,[],972862167786680323,de,,1,RT @Necobey1907: @floetnspieler @TurkishAirlines Na ja Türkei ist nicht für die idioten.Bleib in deinem land sheiß Nazi,Sun Mar 11 15:49:50 +0000 2018,[],retweet,"[939210990402588673, 712189658944380928, 18909186]","['Necobey1907', 'floetnspieler', 'TurkishAirlines']",Überspitzt gesagt,253,7,80,924695805067497472,,Kara_rants,268,Sun Oct 29 17:53:54 +0000 2017,0.338427871465683,positive
Sage Ich will keinen Urlaub in der T rkei machen,0,,[],972862148820066304,de,,0,"@Necobey1907 @floetnspieler @TurkishAirlines Wie wird man Nazi?
Sage: ""Ich will keinen Urlaub in der Türkei machen.… https://t.co/kaowFOtZh8",Sun Mar 11 15:49:45 +0000 2018,"['sage', 'ich', 'urlaub', 't', 'rkei']",reply,"[939210990402588673, 712189658944380928, 18909186]","['Necobey1907', 'floetnspieler', 'TurkishAirlines']",Überspitzt gesagt,253,7,80,924695805067497472,,Kara_rants,268,Sun Oct 29 17:53:54 +0000 2017,0.2652745246887207,positive
,0,,[],972861720254435328,de,,0,"@TurkishAirlines Faschismus,  Mord,  Folter und Diebstahl sind die Grosse Sehenswürdigkeiten und zum Schluss wenn i… https://t.co/3u4x0RbYpZ",Sun Mar 11 15:48:03 +0000 2018,[],reply,[18909186],['TurkishAirlines'],Mustafa Boxazreş,3887,57,87,4861533257,,MustafaBoxazres,1588,Fri Jan 29 20:54:58 +0000 2016,0.2445908933877945,positive
,0,,[],972861098876719104,de,,0,"@TinaDeck1 @TurkishAirlines Welcher Deutsche kann mir kurz und deutlich erklären , warum und weswegen gegen Erdogan sie sind!?",Sun Mar 11 15:45:35 +0000 2018,[],reply,"[920028813945434117, 18909186]","['TinaDeck1', 'TurkishAirlines']",Sadik BAL,9696,112,150,600358605,,SadikBAL,8654,Tue Jun 05 17:38:07 +0000 2012,0.28366363048553467,positive
Gidiyorum ekonomi classla ahhhh yine mil mil st ne turkishairlines,1,,['turkishairlines'],972860625306181632,tr,"{'country': 'Turkey', 'url': 'https://api.twitter.com/1.1/geo/id/4ddfdbfdb4f06b00.json', 'bounding_box': {'coordinates': [[[36.957681, 39.7200965], [37.07853, 39.7200965], [37.07853, 39.7766642], [36.957681, 39.7766642]]], 'type': 'Polygon'}, 'contained_within': [], 'place_type': 'city', 'name': 'Sivas', 'country_code': 'TR', 'full_name': 'Sivas, Türkiye', 'attributes': {}, 'id': '4ddfdbfdb4f06b00'}",0,"Gidiyorum ekonomi classla, ahhhh yine mil mil üstüne!!! #turkishairlines @TurkishAirlines “bestenin telif hakkı ban… https://t.co/Id4dagTwhM",Sun Mar 11 15:43:42 +0000 2018,"['gidiyorum', 'ekonomi', 'classla', 'ahhhh', 'yine', 'mil', 'mil', 'st', 'turkishairlines']",user_tweet,[18909186],['TurkishAirlines'],Yağmur ARSLANTAŞ “sivas hanımefendisi”,742,592,59,299079146,"New York, USA",yagmurarslantas,2559,Sun May 15 13:32:54 +0000 2011,0.40302884578704834,positive
Taking the scenic route to Bishkek Kyrgyzstan this time Berlin Paris Astana Bishkek Kudos to patient amp f,4,,[],972859081101840384,en,,0,"Taking the scenic route to Bishkek, Kyrgyzstan this time: Berlin - Paris - Astana - Bishkek. 

Kudos to patient &amp; f… https://t.co/crLviG9cMK",Sun Mar 11 15:37:34 +0000 2018,"['taking', 'scenic', 'route', 'bishkek', 'kyrgyzstan', 'time', 'berlin', 'paris', 'astana', 'bishkek', 'kudos', 'patient', 'f']",user_tweet,[],[],Dan & Audrey,2782,45807,2341,2166681,Berlin,umarket,31706,Sun Mar 25 10:12:23 +0000 2007,0.31542205810546875,positive
,0,,['thy'],972859006187384832,tr,,1,RT @ayferayf: @TurkishAirlines Gururumuz #thy iyiki varsiniz https://t.co/sIYAyJGGXZ,Sun Mar 11 15:37:16 +0000 2018,[],retweet,"[1486964359, 18909186]","['ayferayf', 'TurkishAirlines']",Sadik BAL,9696,112,150,600358605,,SadikBAL,8654,Tue Jun 05 17:38:07 +0000 2012,0.22118505835533142,positive
,0,,[],972858649013096453,en,,0,@TurkishAirlines Weather is warm from the burning pyres of civilization and Turket is busy blossoming into the new… https://t.co/PEEwGJxRRE,Sun Mar 11 15:35:51 +0000 2018,[],reply,[18909186],['TurkishAirlines'],Oscar Nissin,9006,303,409,357674191,Suomi,OscarNissin,3041,Thu Aug 18 18:48:44 +0000 2011,0.43133997917175293,positive
